	Motif_ID	TF_Names
730	M03534_2.00	Sox17
731	M03535_2.00	Sox10
732	M03536_2.00	Sox10
733	M03537_2.00	Sox10
734	M03538_2.00	Sox3
735	M03539_2.00	Sox3
736	M03540_2.00	Sox3
737	M03541_2.00	Sox11
738	M03542_2.00	Sox1
739	M03543_2.00	Sox1
740	M03544_2.00	Sox1
741	M03545_2.00	Sox1
742	M03554_2.00	Tbx15
743	M03562_2.00	Tbx19
744	M03649_2.00	Crebl2
745	M03682_2.00	Sp6
746	M03761_2.00	Trps1
747	M04018_2.00	Atf6
748	M04041_2.00	Atf6b
749	M04139_2.00	Hes6
750	M04140_2.00	Ferd3l
751	M04148_2.00	Neurod4
752	M04150_2.00	Hand2
753	M04193_2.00	Atoh7
754	M04388_2.00	Dpf3
755	M04390_2.00	Zbtb32
756	M04398_2.00	Zfp523
757	M04414_2.00	Zfp174
758	M04433_2.00	Zbtb45
759	M04451_2.00	Zfp384
760	M04453_2.00	Bcl11b
761	M04455_2.00	Klf2
762	M04473_2.00	Zfp787
763	M04489_2.00	Klf10
764	M04495_2.00	Zfp276
765	M04515_2.00	Zfp12
766	M04533_2.00	Zbtb43
767	M04543_2.00	Zfp296
768	M04547_2.00	Zbtb26
769	M04549_2.00	Zfp110
770	M04560_2.00	Zfp449
771	M04571_2.00	Zfp454
772	M04589_2.00	Zfp771
773	M04595_2.00	Zbtb2
774	M04597_2.00	Zfp41
775	M04599_2.00	Zbtb20
776	M04603_2.00	Zbtb37
777	M04607_2.00	Snai3
778	M04619_2.00	Zfp647
779	M04637_2.00	Zfp580
780	M04645_2.00	Sp9
781	M04651_2.00	Zbtb22
782	M04661_2.00	Ybx1;Ybx2;Ybx3
783	M04663_2.00	Lin28a;Lin28b
784	M04845_2.00	Foxe1;Foxe3
785	M04893_2.00	Ubp1
786	M05057_2.00	Hoxb1
787	M05184_2.00	Nkx6-2
788	M05233_2.00	Tlx3
789	M05273_2.00	Hoxd4
790	M05519_2.00	Hsf5
791	M05581_2.00	Ppard
792	M05627_2.00	Nr6a1
793	M05685_2.00	Pax8
794	M05797_2.00	Tbx18
795	M05805_2.00	Tbx6
796	M05833_2.00	Tfe3
797	M05844_2.00	Zeb1
798	M05848_2.00	Zfp14
799	M05857_2.00	Zfp777
800	M05859_2.00	Sp4
801	M05860_2.00	Egr1
802	M05867_2.00	Gata3
803	M05884_2.00	Pparg
804	M05885_2.00	Rarg
805	M05886_2.00	Nr3c1
806	M05888_2.00	Rfx2
807	M05889_2.00	Smad4
808	M06465_2.00	Plag1
809	M07562_2.00	Zkscan2
810	M07566_2.00	Zfp324
811	M07571_2.00	Zfp184
812	M07578_2.00	Zfp13
813	M07584_2.00	Zfp317
814	M07589_2.00	Zfp189
815	M07590_2.00	Zfp287
816	M07595_2.00	Rbak
817	M07602_2.00	Zkscan6
818	M07609_2.00	Zkscan17
819	M07613_2.00	Zfp113
820	M07615_2.00	Zfp641
821	M07620_2.00	Zfp558
822	M07622_2.00	Zfp354a
823	M07625_2.00	Zfp212
824	M07633_2.00	Zik1
825	M07653_2.00	Zfp354b
826	M07672_2.00	Zfp90
827	M07677_2.00	Zfp566
828	M07686_2.00	Zfp69
829	M07689_2.00	Zfp383
830	M07716_2.00	Zfp398
831	M07739_2.00	Zfp248
832	M07766_2.00	Zfp879
833	M07780_2.00	Zfp661
834	M07926_2.00	Bcl11a
835	M08020_2.00	Thap1
836	M08021_2.00	Klf4
837	M08022_2.00	Ctcf
838	M08023_2.00	Gli3
839	M08024_2.00	Bcl6
840	M08025_2.00	Zfp281
841	M08027_2.00	Spi1
842	M08029_2.00	Tcfcp2l1
843	M08030_2.00	Tcfcp2l1
844	M08031_2.00	Pou5f1
845	M08032_2.00	Pou5f1
846	M08033_2.00	Pou5f1
847	M08034_2.00	Esrrb
848	M08038_2.00	Rela
849	M08039_2.00	Rela
850	M08040_2.00	Sox17
851	M08041_2.00	Sox2
852	M08042_2.00	Sox2
853	M08043_2.00	Stat3
854	M08044_2.00	Tbx2
855	M08060_2.00	Myod1
856	M08061_2.00	Myog
857	M08062_2.00	Tcf12
858	M08077_2.00	Nfe2l2
859	M08093_2.00	Zfp24
860	M08097_2.00	Bcl6
861	M08098_2.00	Gfi1b
862	M08099_2.00	Klf1
863	M08100_2.00	Zfx
864	M08108_2.00	Tfdp1;Tfdp2
865	M08113_2.00	Gabpa
866	M08118_2.00	Foxk2
867	M08119_2.00	Foxh1
868	M08121_2.00	Foxa2
869	M08122_2.00	Foxo1
870	M08126_2.00	Gata4
871	M08127_2.00	Gata1
872	M08134_2.00	Pbx4
873	M08136_2.00	Nkx2-5
874	M08137_2.00	Hoxc9
875	M08138_2.00	Hoxa9
876	M08139_2.00	Crx
877	M08158_2.00	Nr5a2
878	M08162_2.00	Rfx1
879	M08163_2.00	Runx1
880	M08168_2.00	Sox3
881	M08169_2.00	Sox6
882	M08170_2.00	Sox2
883	M08173_2.00	Stat6
884	M08174_2.00	Stat4
885	M08208_2.00	Six5
886	M08248_2.00	Zfp653
887	M08253_2.00	Zfp692
888	M08275_2.00	Zfp64
889	M08277_2.00	Prdm6
890	M08283_2.00	Mynn
891	M08284_2.00	Zfp213
892	M08287_2.00	Patz1
893	M08305_2.00	Zfp46
894	M08307_2.00	Fezf1;Fezf2
895	M08310_2.00	Zfp341
896	M08320_2.00	Ikzf3
897	M08322_2.00	Zfp513
898	M08325_2.00	Zfp422
899	M08329_2.00	Zfp146
900	M08333_2.00	Zfp768
901	M08364_2.00	Zbtb6
902	M08388_2.00	Zfp770
903	M08391_2.00	Zbtb48
904	M08395_2.00	Zfp260
905	M08704_2.00	Tfap2a
906	M08705_2.00	Tfap2b
907	M08706_2.00	Tfap2c
908	M08708_2.00	Arid5b
909	M08714_2.00	Tal2
910	M08743_2.00	Tfe3
911	M08744_2.00	Ascl2
912	M08745_2.00	Myod1
913	M08746_2.00	Arnt
914	M08747_2.00	Ahr
915	M08748_2.00	Ascl1
916	M08749_2.00	Srebf1
917	M08750_2.00	Hif1a
918	M08751_2.00	Myc
919	M08752_2.00	Srebf2
920	M08753_2.00	Tfeb
921	M08754_2.00	Mxd1;Mxi1
922	M08755_2.00	Myog
923	M08756_2.00	Usf1
924	M08757_2.00	Ptf1a
925	M08758_2.00	Neurog2
926	M08759_2.00	Tal1
927	M08760_2.00	Clock
928	M08761_2.00	Bhlhe40
929	M08762_2.00	Tcf12
930	M08763_2.00	Lyl1
931	M08764_2.00	Neurod1
932	M08765_2.00	Mitf
933	M08766_2.00	Twist1
934	M08767_2.00	Myf6
935	M08768_2.00	Mycn
936	M08769_2.00	Hand1
937	M08770_2.00	Neurod2
938	M08771_2.00	Olig2
939	M08772_2.00	Msgn1
940	M08773_2.00	Nhlh1
941	M08774_2.00	Bhlha15
942	M08775_2.00	Tcf4
943	M08776_2.00	Arntl
944	M08777_2.00	Usf2
945	M08778_2.00	Max
946	M08779_2.00	Atoh1
947	M08780_2.00	Cebpd
948	M08814_2.00	Fosb
949	M08815_2.00	Hlf
950	M08816_2.00	Nfe2l2
951	M08817_2.00	Mafk
952	M08818_2.00	Xbp1
953	M08819_2.00	Fos
954	M08820_2.00	Atf1
955	M08821_2.00	Fosl1
956	M08822_2.00	Ddit3
957	M08823_2.00	Bach1
958	M08824_2.00	Creb1
959	M08825_2.00	Atf3
960	M08826_2.00	Batf3
961	M08827_2.00	Atf2
962	M08828_2.00	Fosl2
963	M08829_2.00	Batf
964	M08830_2.00	Cebpa
965	M08831_2.00	Nfe2l1
966	M08832_2.00	Bach2
967	M08833_2.00	Atf4
968	M08834_2.00	Maff
969	M08835_2.00	Mafg
970	M08836_2.00	Cebpe
971	M08837_2.00	Jun
972	M08838_2.00	Junb
973	M08839_2.00	Maf
974	M08840_2.00	Cebpg
975	M08841_2.00	Cebpb
976	M08842_2.00	Nfil3
977	M08843_2.00	Nfe2
978	M08844_2.00	Dbp
979	M08845_2.00	Crem
980	M08846_2.00	Jund
981	M08847_2.00	Mafb
982	M08849_2.00	Zeb1
983	M08962_2.00	Klf6
984	M08963_2.00	Sp1
985	M08964_2.00	Klf4
986	M08965_2.00	Klf5
987	M08966_2.00	Ctcf
988	M08967_2.00	Zbtb17
989	M08968_2.00	Wt1
990	M08969_2.00	Ikzf1
991	M08970_2.00	Sp2
992	M08971_2.00	Yy1
993	M08972_2.00	Bcl6
994	M08973_2.00	Snai2
995	M08974_2.00	Ovol1
996	M08975_2.00	Sp4
997	M08976_2.00	Gli1
998	M08977_2.00	Gfi1b
999	M08978_2.00	Sp3
1000	M08979_2.00	Sall4
1001	M08980_2.00	Mecom
1002	M08981_2.00	Mtf1
1003	M08982_2.00	Klf3
1004	M08983_2.00	Rest
1005	M08984_2.00	Gfi1
1006	M08985_2.00	Zkscan1
1007	M08986_2.00	Prdm5
1008	M08987_2.00	Klf15
1009	M08988_2.00	Maz
1010	M08989_2.00	Hinfp
1011	M08990_2.00	Zic1
1012	M08991_2.00	Zbtb7a
1013	M08992_2.00	Zfp57
1014	M08993_2.00	Ovol2
1015	M08994_2.00	Egr2
1016	M08995_2.00	Prdm1
1017	M08996_2.00	Egr1
1018	M08997_2.00	Prdm16
1019	M08998_2.00	Zfp335
1020	M08999_2.00	Zfp281
1021	M09000_2.00	Klf8
1022	M09001_2.00	Prdm14
1023	M09002_2.00	Snai1
1024	M09003_2.00	Hic1
1025	M09004_2.00	Zfp322a
1026	M09005_2.00	Zbtb33
1027	M09006_2.00	Zfp42
1028	M09007_2.00	Prdm9
1029	M09008_2.00	Klf1
1030	M09009_2.00	Sp7
1031	M09010_2.00	Zfp143
1032	M09011_2.00	Zic2
1033	M09012_2.00	Zfp932
1034	M09013_2.00	Zic3
1035	M09014_2.00	Insm1
1036	M09015_2.00	Ctcfl
1037	M09016_2.00	Sp5
1038	M09017_2.00	Zfx
1039	M09019_2.00	Nfya
1040	M09021_2.00	Rbpj
1041	M09024_2.00	Cux1
1042	M09025_2.00	Cux2
1043	M09026_2.00	Onecut1
1044	M09027_2.00	Dmrt1
1045	M09028_2.00	Dmrtb1
1046	M09037_2.00	E2f4
1047	M09038_2.00	E2f3
1048	M09039_2.00	E2f2
1049	M09040_2.00	E2f7
1050	M09041_2.00	E2f1
1051	M09042_2.00	E2f5
1052	M09043_2.00	E2f6
1053	M09045_2.00	Ebf1
1054	M09065_2.00	Spi1
1055	M09066_2.00	Elf3
1056	M09067_2.00	Etv2
1057	M09068_2.00	Spib
1058	M09069_2.00	Gabpa
1059	M09070_2.00	Elk1
1060	M09071_2.00	Ehf
1061	M09072_2.00	Fli1
1062	M09073_2.00	Etv4
1063	M09074_2.00	Ets2
1064	M09075_2.00	Elk4
1065	M09076_2.00	Elf5
1066	M09077_2.00	Etv6
1067	M09078_2.00	Ets1
1068	M09079_2.00	Elf1
1069	M09080_2.00	Elf2
1070	M09081_2.00	Erg
1071	M09082_2.00	Fev
1072	M09099_2.00	Foxm1
1073	M09100_2.00	Foxj2
1074	M09101_2.00	Foxp2
1075	M09102_2.00	Foxj3
1076	M09103_2.00	Foxa1
1077	M09104_2.00	Foxa2
1078	M09105_2.00	Foxq1
1079	M09106_2.00	Foxa3
1080	M09107_2.00	Foxo4
1081	M09108_2.00	Foxo1
1082	M09109_2.00	Foxi1
1083	M09110_2.00	Foxo3
1084	M09111_2.00	Foxc1
1085	M09112_2.00	Foxl2
1086	M09113_2.00	Foxk1
1087	M09114_2.00	Foxd3
1088	M09120_2.00	Gata6
1089	M09121_2.00	Gata2
1090	M09122_2.00	Gata3
1091	M09123_2.00	Gata4
1092	M09124_2.00	Gata1
1093	M09126_2.00	Grhl2
1094	M09127_2.00	Tcfcp2l1
1095	M09169_2.00	Lhx2
1096	M09170_2.00	Hoxa10
1097	M09171_2.00	Nkx2-1
1098	M09172_2.00	Dlx3
1099	M09173_2.00	Evx2
1100	M09174_2.00	Evx1
1101	M09175_2.00	Pknox1
1102	M09176_2.00	Nanog
1103	M09177_2.00	Nkx2-5
1104	M09178_2.00	Meis1
1105	M09179_2.00	Hnf1b
1106	M09180_2.00	Vsx2
1107	M09181_2.00	Barx1
1108	M09182_2.00	Pitx1
1109	M09183_2.00	Otx2
1110	M09184_2.00	Nkx3-1
1111	M09185_2.00	Six2
1112	M09186_2.00	Cdx1
1113	M09187_2.00	Lhx6
1114	M09188_2.00	Lhx3
1115	M09189_2.00	Meis2
1116	M09190_2.00	Nkx2-2
1117	M09191_2.00	Hnf1a
1118	M09192_2.00	Pdx1
1119	M09193_2.00	Cdx2
1120	M09194_2.00	Nobox
1121	M09195_2.00	Dlx5
1122	M09196_2.00	Hoxa1
1123	M09197_2.00	Cdx4
1124	M09198_2.00	Six4
1125	M09199_2.00	Pbx2
1126	M09200_2.00	Nkx6-1
1127	M09201_2.00	Alx1
1128	M09202_2.00	Hoxa13
1129	M09203_2.00	Hoxa9
1130	M09204_2.00	Hoxb4
1131	M09205_2.00	Pbx3
1132	M09206_2.00	Hoxb7
1133	M09207_2.00	Prrx2
1134	M09208_2.00	Crx
1135	M09209_2.00	Isl1
1136	M09210_2.00	Prop1
1137	M09211_2.00	Tgif1
1138	M09212_2.00	Nkx3-2
1139	M09213_2.00	Pbx1
1140	M09214_2.00	Hoxb8
1141	M09215_2.00	Nkx2-9
1142	M09217_2.00	Pax6
1143	M09223_2.00	Pou1f1
1144	M09224_2.00	Pou2f2
1145	M09225_2.00	Pou5f1
1146	M09226_2.00	Pou2f1
1147	M09227_2.00	Pou3f1
1148	M09228_2.00	Pou3f2
1149	M09231_2.00	Hsf2
1150	M09232_2.00	Hsf1
1151	M09240_2.00	Irf9
1152	M09241_2.00	Irf3
1153	M09242_2.00	Irf1
1154	M09243_2.00	Irf4
1155	M09244_2.00	Irf7
1156	M09245_2.00	Irf2
1157	M09246_2.00	Irf8
1158	M09252_2.00	Mef2d
1159	M09253_2.00	Mef2c
1160	M09254_2.00	Srf
1161	M09255_2.00	Mef2a
1162	M09258_2.00	Mbd2
1163	M09259_2.00	Mecp2
1164	M09261_2.00	Myb
1165	M09262_2.00	Mybl1
1166	M09299_2.00	Pparg
1167	M09300_2.00	Rarg
1168	M09301_2.00	Nr1h3
1169	M09302_2.00	Nr1i3
1170	M09303_2.00	Nr2c2
1171	M09304_2.00	Nr2c1
1172	M09305_2.00	Rxrg
1173	M09306_2.00	Rxra
1174	M09307_2.00	Hnf4g
1175	M09308_2.00	Hnf4a
1176	M09309_2.00	Esr1
1177	M09310_2.00	Nr1d1
1178	M09311_2.00	Esr2
1179	M09312_2.00	Esrrb
1180	M09313_2.00	Nr1d2
1181	M09314_2.00	Ppara
1182	M09315_2.00	Vdr
1183	M09316_2.00	Nr1i2
1184	M09317_2.00	Nr4a1
1185	M09318_2.00	Nr3c1
1186	M09319_2.00	Esrra
1187	M09320_2.00	Nr5a2
1188	M09321_2.00	Esrrg
1189	M09322_2.00	Nr5a1
1190	M09323_2.00	Nr4a2
1191	M09324_2.00	Rorc
1192	M09325_2.00	Nr2f2
1193	M09326_2.00	Pgr
1194	M09327_2.00	Rora
1195	M09328_2.00	Nr2e3
1196	M09329_2.00	Rara
1197	M09330_2.00	Rxrb
1198	M09331_2.00	Ar
1199	M09332_2.00	Nr1h4
1200	M09333_2.00	Thra
1201	M09334_2.00	Nr2f1
1202	M09338_2.00	Trp63
1203	M09339_2.00	Trp73
1204	M09340_2.00	Trp53
1205	M09342_2.00	Pax5
1206	M09352_2.00	Relb
1207	M09353_2.00	Rel
1208	M09354_2.00	Nfatc4
1209	M09355_2.00	Rela
1210	M09356_2.00	Nfkb2
1211	M09357_2.00	Nfatc2
1212	M09358_2.00	Nfkb1
1213	M09359_2.00	Nfatc3
1214	M09360_2.00	Nfatc1
1215	M09365_2.00	Rfx6
1216	M09366_2.00	Rfx2
1217	M09367_2.00	Rfx1
1218	M09368_2.00	Rfx3
1219	M09372_2.00	Runx1
1220	M09373_2.00	Runx2
1221	M09374_2.00	Runx3
1222	M09376_2.00	Aire
1223	M09381_2.00	Nfib
1224	M09382_2.00	Smad4
1225	M09383_2.00	Nfia
1226	M09384_2.00	Smad3
1227	M09385_2.00	Nfic
1228	M09399_2.00	Sox9
1229	M09400_2.00	Tcf7
1230	M09401_2.00	Tcf7l2
1231	M09402_2.00	Lef1
1232	M09403_2.00	Sox10
1233	M09404_2.00	Sox5
1234	M09405_2.00	Sox3
1235	M09406_2.00	Tcf7l1
1236	M09407_2.00	Tcf7l1
1237	M09408_2.00	Sry
1238	M09409_2.00	Sox2
1239	M09410_2.00	Sox4
1240	M09418_2.00	Stat6
1241	M09419_2.00	Stat3
1242	M09420_2.00	Stat5a
1243	M09421_2.00	Stat5b
1244	M09422_2.00	Stat1
1245	M09423_2.00	Stat2
1246	M09424_2.00	Stat4
1247	M09428_2.00	Tbx21
1248	M09429_2.00	Tbx3
1249	M09430_2.00	Tbx20
1250	M09431_2.00	T
1251	M09433_2.00	Tbp
1252	M09436_2.00	Tead4
1253	M09437_2.00	Tead2
1254	M09438_2.00	Tead1
1255	M09441_2.00	Thap11
1256	M09445_2.00	Nfyb
1257	M09446_2.00	Epas1
1258	M09447_2.00	Taf1
1259	M09448_2.00	Cbfb
1260	M09449_2.00	Nfyc
1261	M09450_2.00	Nrf1
1262	M09463_2.00	Myf5
1263	M09464_2.00	Ascl1
1264	M09465_2.00	Tcf3
1265	M09466_2.00	Tcf3
1266	M09467_2.00	Myc
1267	M09468_2.00	Npas2
1268	M09469_2.00	Myog
1269	M09470_2.00	Ptf1a
1270	M09471_2.00	Tal1
1271	M09472_2.00	Tal1
1272	M09473_2.00	Clock
1273	M09474_2.00	Neurod1
1274	M09475_2.00	Mitf
1275	M09476_2.00	Mycn
1276	M09477_2.00	Olig2
1277	M09478_2.00	Arntl
1278	M09479_2.00	Usf2
1279	M09480_2.00	Atoh1
1280	M09491_2.00	Mafk
1281	M09492_2.00	Ddit3
1282	M09493_2.00	Atf2
1283	M09494_2.00	Fosl2
1284	M09495_2.00	Batf
1285	M09496_2.00	Atf4
1286	M09497_2.00	Mafa
1287	M09498_2.00	Cebpb
1288	M09499_2.00	Atf7;Gm28047
1289	M09512_2.00	Gli3
1290	M09513_2.00	Bcl6
1291	M09514_2.00	Gfi1b
1292	M09515_2.00	Egr2
1293	M09516_2.00	Klf1
1294	M09517_2.00	Zfx
1295	M09519_2.00	Rbpjl
1296	M09520_2.00	Onecut1
1297	M09527_2.00	Ebf1
1298	M09538_2.00	Spi1
1299	M09539_2.00	Fli1
1300	M09547_2.00	Foxo1
1301	M09551_2.00	Gata3
1302	M09552_2.00	Gata3
1303	M09553_2.00	Gata3
1304	M09554_2.00	Gata3
1305	M09555_2.00	Gata3
1306	M09556_2.00	Gata4
1307	M09562_2.00	Lhx2
1308	M09563_2.00	Nkx2-1
1309	M09564_2.00	Phox2a
1310	M09565_2.00	Nanog
1311	M09566_2.00	Hoxa2
1312	M09567_2.00	Nkx2-5
1313	M09568_2.00	Meis1
1314	M09569_2.00	Otx2
1315	M09570_2.00	Lhx3
1316	M09571_2.00	Pdx1
1317	M09572_2.00	Cdx2
1318	M09573_2.00	Nkx6-1
1319	M09574_2.00	Hoxc9
1320	M09575_2.00	Hoxa9
1321	M09576_2.00	Hoxb4
1322	M09577_2.00	Crx
1323	M09578_2.00	Isl1
1324	M09579_2.00	Six1
1325	M09586_2.00	Pax7
1326	M09587_2.00	Pax7
1327	M09588_2.00	Pax7
1328	M09589_2.00	Pou2f2
1329	M09593_2.00	Hsf1
1330	M09598_2.00	Srf
1331	M09599_2.00	Mef2a
1332	M09601_2.00	Myb
1333	M09612_2.00	Pparg
1334	M09613_2.00	Rarg
1335	M09614_2.00	Nr3c1
1336	M09615_2.00	Nr5a2
1337	M09616_2.00	Nr5a2
1338	M09617_2.00	Rorc
1339	M09618_2.00	Nr1h4
1340	M09619_2.00	Thra
1341	M09620_2.00	Nr1h2
1342	M09633_2.00	Runx1
1343	M09637_2.00	Smad3
1344	M09639_2.00	Sox3
1345	M09640_2.00	Sox6
1346	M09641_2.00	Sox4
1347	M09643_2.00	Stat6
1348	M09644_2.00	Stat6
1349	M09645_2.00	Stat3
1350	M09646_2.00	Stat4
1351	M09648_2.00	Tbx21
1352	M09649_2.00	Tbx5
1353	M09650_2.00	Tbx20
1354	M09651_2.00	T
1355	M09652_2.00	Tead4
1356	M09653_2.00	Tead2
1357	M09769_2.00	Hmga1;Hmga1-rs1
1358	M09777_2.00	Gm38394;Zbed6
1359	M09884_2.00	Tfe3
1360	M09885_2.00	Hif3a
1361	M09886_2.00	Tcf3
1362	M09887_2.00	Hes7
1363	M09987_2.00	Atf5
1364	M10030_2.00	Creb3
1365	M10031_2.00	Nfe2l3
1366	M10032_2.00	Maff
1367	M10088_2.00	Zfhx3;Zfhx4
1368	M10096_2.00	Zeb2
1369	M10101_2.00	Hivep1;Hivep2;Hivep3
1370	M10105_2.00	Ikzf2;Ikzf4
1371	M10112_2.00	Zbtb11
1372	M10174_2.00	Zbtb16
1373	M10185_2.00	Zfp541
1374	M10213_2.00	Prdm12
1375	M10214_2.00	Zfp236
1376	M10222_2.00	Prdm15
1377	M10238_2.00	Zfp148
1378	M10245_2.00	Zfp219
1379	M10314_2.00	Zfp628
1380	M10318_2.00	Zfp521
1381	M10321_2.00	Zfp316
1382	M10336_2.00	Peg3
1383	M10337_2.00	Wt1
1384	M10338_2.00	Gtf3a
1385	M10339_2.00	E4f1
1386	M10340_2.00	Bnc1;Bnc2
1387	M10341_2.00	Sall4
1388	M10342_2.00	Sall1
1389	M10343_2.00	Sall1
1390	M10344_2.00	Sall1
1391	M10345_2.00	Klf9
1392	M10346_2.00	Klf16
1393	M10347_2.00	Ikzf5
1394	M10348_2.00	Zfp697
1395	M10349_2.00	Zfp697
1396	M10350_2.00	Zfp697
1397	M10351_2.00	Zfp42
1398	M10352_2.00	Zfp42
1399	M10353_2.00	Plagl2
1400	M10354_2.00	Zfp182
1401	M10355_2.00	Zfp182
1402	M10356_2.00	Zfp182
1403	M10357_2.00	Zfp1
1404	M10358_2.00	Zfp1
1405	M10359_2.00	Zic3
1406	M10360_2.00	Zfp467
1407	M10361_2.00	Zfp664
1408	M10363_2.00	Zfp382
1409	M10382_2.00	Q8K439_MOUSE
1410	M10383_2.00	Q8K439_MOUSE
1411	M10385_2.00	Mbtps2;Yy2
1412	M10420_2.00	Satb1;Satb2
1413	M10461_2.00	Ebf3
1414	M10467_2.00	Ebf2
1415	M10468_2.00	Ebf4
1416	M10469_2.00	Ebf1
1417	M10564_2.00	Foxd4
1418	M10568_2.00	Foxm1
1419	M10569_2.00	Foxm1
1420	M10570_2.00	Foxd1
1421	M10598_2.00	Gata5
1422	M10618_2.00	Gtf2ird1
1423	M10621_2.00	Gtf2i
1424	M10763_2.00	Hoxa10
1425	M10764_2.00	Vax1
1426	M10765_2.00	Mixl1
1427	M10766_2.00	Nobox
1428	M10767_2.00	Prrx2
1429	M10768_2.00	Hoxd1
1430	M10769_2.00	Rhox11
1431	M10855_2.00	Pou5f1
1432	M10856_2.00	Pou5f1
1433	M10958_2.00	Borcs8;Mef2b
1434	M11031_2.00	Setdb1
1435	M11036_2.00	Mterf1a;Mterf1b
1436	M11049_2.00	Cdc5l
1437	M11194_2.00	Nr1h5
1438	M11266_2.00	Deaf1
1439	M11286_2.00	Smad1
1440	M11288_2.00	Smad5
1441	M11289_2.00	Smad9
1442	M11383_2.00	Tbx22
1443	M11386_2.00	Tbx1
1444	M11387_2.00	Tbx5
1445	M11440_2.00	Fank1
